Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation,Location Total 2015-17
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Educate a child,Basic education for Out of school children,Jan-14,Jan-17,WASH,UNICEF,QATAR,UNICEF,UN,7364055.41,10000000,6259446,0,Not available,Significant,Significant,Significant,2100000,1314484,,3414484
Puntland,Social & human capital,Education,77520491,87315774,73759808,23741372,25079540,25965715,10348583.26,5743918.443,4004483.43,Building Education Systems,Building Education Systems,Jan-13,Jan-16,,UNICEF,GPE - SC130322,UNICEF,UN,2099426,1000000,419885,0,Not available,Significant,Principal,Significant,1000000,419885,,1419885
Puntland,Other,Enabling Activities,77520491,87315774,73759808,1536375,1469362,172421,107142.8571,801441.5089,172420.6349,EU Flight Services to Somalia,The overall objective in line with the New Deal Compact is to contribute to fostering the resilience of Somali people and institutions and restoring the Somali people's trust in the state and its ability to protect and serve their basic needs.,Jan-16,Apr-18,Flight Services,EU,EU,AIRTRAFFIC LTD,NGOs,16927555.56,0,1747821.278,0,,Not Targeted,Not Targeted,Significant,,218478,,218478
Puntland,Other,Enabling Activities,77520491,87315774,73759808,1536375,1469362,172421,107142.8571,801441.5089,172420.6349,Third Party Monitoring & Evaluation - Somalia,"To carry out independent and objective monitoring and evaluation of EU funded projects in Somalia in order to enhance program quality, data analysis, baselines, accountability, effectiveness and capacity building services for the Ministry of Planning and International Cooperation (MOPIC), who will in the future be the National Authorising Office (NAO); including its Monitoring and Evaluation Department, concerned line ministries, as well as, key ministries from Somaliland.",Jul-16,Jul-17,"Research, M&E",EU,EU,PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT,NGOs,1999555.556,0,666666.6667,522222.2222,,Significant,Significant,Not Targeted,,83333,65278,148611
Puntland,Other,Enabling Activities,77520491,87315774,73759808,1536375,1469362,172421,107142.8571,801441.5089,172420.6349,NGO Safety Programme,Provison of security information for NGOs for staff safety and continuity of activities,Jan-15,Jan-17,,UK,DFID,International NGO Safety Organization (INSO),NGOs,1071428.571,214285.7143,642857.1429,214285.7143,https://devtracker.dfid.gov.uk/projects/GB-1-203462,Not Targeted,Significant,Not Targeted,107143,321429,107143,535715
Puntland,Other,Enabling Activities,77520491,87315774,73759808,1536375,1469362,172421,107142.8571,801441.5089,172420.6349,Field Offices in Somalia Programme 2016,Technical and operational support to development assistance to Somalia,Jan-16,Dec-16,,EU,EU,SOOMAALIYA JUMHURIYYAT AS SUMAL,NGOs,2797108.889,0,1109341.111,0,,Not Targeted,Significant,Significant,,138668,,138668
Puntland,Other,Enabling Activities,77520491,87315774,73759808,1536375,1469362,172421,107142.8571,801441.5089,172420.6349,Local Operational Support Programme 2016,The aim of the programme estimate is to contribute to the quality of aid by reinforcing the operational capacity of the EU Somalia Delegation to meet its mandate and deliver key results in line with the priorities outlined in the Somali Compact and the National Indicative Programme (NIP) 2014-2020.,Jan-16,Dec-16,,EU,EU,SOOMAALIYA JUMHURIYYAT AS SUMAL,NGOs,548208.8889,0,316274.4444,0,,Not Targeted,Significant,Significant,,39534,,39534
Puntland,Social & human capital,GBV,77520491,87315774,73759808,23741372,25079540,25965715,476600,905000,700000,Community Based GBV Prevention and Response for IDPs in Galkayo,Risk of SGBV is reduced and quality of response improved,Jan-16,Jan-16,Solutions for the displaced,UNHCR,"USA, Japan, Canada, UK, Germany, ECHO, CHF",Galkayo Education Center for Peace and Development (GECPD),NGOs,210000,0,210000,0,,Significant,Significant,NA – not screened,,105000,,105000
Puntland,Social & human capital,GBV,77520491,87315774,73759808,23741372,25079540,25965715,476600,905000,700000,Social acceptance of practices harmful to children in targeted locations reduced and improved access to services for GBV survivors,"Supports service delivery for women and children who have experienced violence, abuse or exploitation. Develops and establishes standards of care for mental health and psychosocial support, including establishing a social work force. Works with inter-ministerial body on changing harmful social norms related to sexual violence, including conducting a longitudinal research on social norms and sexual violence. Builds capacity across line ministries in line with the multi-sectoral approach to prevention and response to gender-based violence.",Jan-13,Jan-16,Health,UNICEF,"UNICEF, OFDA, JAPAN, CIDA, SIDA, Netherlands, Swiss, Austria, UK Natcom","CCBRS,SAF TASS, GRT, GECPD, WAAPO, Baha Koob, HIWA, SEDHURO, SCWRW, ELMAN, OSPAD, INTERSOS, CISP, SFCC, SWDC, RI, MC",NGOs,15000000,2383000,4000000,3500000,Not available,Principal,Significant,Not targeted,476600,800000,700000,1976600
Puntland,Social & human capital,Health,77520491,87315774,73759808,23741372,25079540,25965715,12446888.43,17606521.72,20665231.72,"Provision of basic services (health, education) to refugees in Bosaso, Gardo, Badan and Garowe - 1",Health status of the population improved,Jan-16,Jan-16,Solutions for the displaced,UNHCR,"USA, Canada, ECHO, Germany, Japan, KSC, DFID",Gruppo Per Le Relazioni Transculturali (GRT),NGOs,325929.25,0,325929.25,0,,Significant,Significant,NA – not screened,,325929,,325929
Puntland,Social & human capital,Health,77520491,87315774,73759808,23741372,25079540,25965715,12446888.43,17606521.72,20665231.72,Improve and maintain optimum child and maternal nutrition status for U5 boys and girls and PLWs by ensuring access to and utilization of a quality integrated Basic Nutrition Services Package in all regions of Somalia,"1. To contribute to the reduction of malnutrition related ailments and mortality among vulnerable boys, girls (6-59 months), pregnant and lactating women (PLW) through systematic equal access to quality integrated curative and preventive food-based nutrition interventions 2. To improve women, boys and girl’s access to evidence-based and feasible nutrition and nutrition related resilience activities, available through the Basic Nutrition Services Package (BNSP) interventions linking nutrition to Health, WASH, Food Security, Education and child protection programmes 3. To contribute to the availability of timely and quality community and health centre-based nutrition information, programme coverage and operational research (OR) into responses to the causes of malnutrition and related problems 4. To strengthen the coordination and capacity of all nutrition partners including communities and line ministries to deliver quality and sustainable emergency nutrition services through a variety of approaches",Jan-15,Jan-17,,UNICEF,"UNICEF, USAID/Food for Peace/ OFDA, UNICEF, JAPAN, SIDA, ECHO, CHF, DFID, DENMARK, UNOCHA, CANADA/IHA , Micronutrient Initiative, UNICEF National Committees ( German , USA)","Over 100 partners (IMC, CESVI, TROCAIRE, SOS, IMC, ANPPCAN, PSI, IMC, INTERSOS, OXFAM, SOLNARDO, GEWDO, Mercy USA, TUOS, HIRDA, HIRDA, HOPEL, ANPPCAN, RAAS, PAC, IRC, SAMA, HIDIG, SWISO KALMO, RAAS, BPPSC, EDRO, GEWDO, DMO, GRRN, HARD, SRCS, SCODO, HPA, WVI, SC, CISP, DHO, BHDC, BTSC, ACF, Save the Children,Wardi, SOADO,Zam Zam, HIDIG,SRDA )",NGOs,65207490,21000000,23671286,23771492,https://docs.unocha.org/sites/dms/CAP/CAP_2013_Somalia.pdf,Significant,Significant,Significant,2100000,2367129,2377149,6844278
Puntland,Social & human capital,Health,77520491,87315774,73759808,23741372,25079540,25965715,12446888.43,17606521.72,20665231.72,Grant for Malaria Control & Elimination and Health System Strengthening,"1.By December 2017, ensure at least 90% of the population in targeted areas, are covered by LLINs or IRS as guided by stratification. 2.By December 2017, increase access to effective malaria diagnosis and treatment to at least 80% of patients in public health facilities, including primary health units, and 60% of patients in targeted private facilities 3.By December 2017, strengthen national capacity for malaria surveillance and epidemic response management. 4.By December 2017, at least 70% of people living in malarious areas recognize and take proper action to prevent malaria and seek treatment. 5.By December 2017, strengthen health system monitoring and evaluation, and procurement supply chain processes",Jan-15,Jan-17,"Capacity development, GAVI HSS",UNICEF,GFATM,1.WHO 2.SWISSO KALMO 3.HIRDA 4.WARDI 5.SOMALI AID 6.HAVOYOCO 7.PMWDO 8. ISDP 9. ZAM ZAM 10.HOPEL 11.SCI 12.MoH Fed 13.MoH NEZ 14.MoH NWZ,"Government, UN & NGOs",33680844,1417109.85,19743507,12520227,http://www.theglobalfund.org,Not Targeted,Significant,Not Targeted,255080,3553831,2253641,6062552
Puntland,Social & human capital,Health,77520491,87315774,73759808,23741372,25079540,25965715,12446888.43,17606521.72,20665231.72,Somalia Health and Nutrition Programme (SHINE)- Tusan Wade (Demand Creation),"Increased use of reproductive, maternal, newborn and child health (RMNCH) and nutrition services that are available, accessible, affordable, of acceptable quality and adaptable.",Jan-16,Jan-21,,UK,DFID,"Population Services International,",NGOs,22857142.86,0,5428571,10714285,http://devtracker.dfid.gov.uk/,Significant,Significant,Significant,,1085714,2142857,3228571
Puntland,Social & human capital,Health,77520491,87315774,73759808,23741372,25079540,25965715,12446888.43,17606521.72,20665231.72,Reducing new HIV infections and HIV related mortality and morbidity among Somalis,"In line with the new HIV Strategic Plan for Somalia (2015-2019), the project is implemented allover Somalia with five priority thematic areas, as follows: 1. Preventing new HIV infections especially among key populations (vulnerable women, female sex workers and their clients, truck drivers, postworkers and uniformed personnell) through BCC outreaches; 2. Increasing access to and utilization of optimally efficient, effective and integrated treatment, care and support services (VCT, TB/HIV co-management, PMTCT, ART and support to PLHIV); 3. Strengthening monitoring and evaluation of the response; 4. Ensuring an enabling environment for the response in order to reduce stigma and discrimination; 5. Strengthening management and coordination of the response through capacity building of the Government and HIV partners.",Jan-15,Jan-17,,UNICEF,Global Fund,"Ministries of Health, WHO, UNDP, AIDS Commissions, Progressio, SCRCS, Swisso Kalmo, CISP, Mercy USA, Galkayo Medical Foundation, SOS Village Children, Human Development Concern, SAHAN, WAWA, PLHIV networks, Physician Across Continents, CCS, PUNCHAD, OSPAD","Government, UN & NGOs",20614311.18,4541236.61,8894559.09,7178515.48,http://www.theglobalfund.org/en/,Significant,Significant,NA – not screened,1089897,2134694,1722844,4947435
Puntland,Social & human capital,Health,77520491,87315774,73759808,23741372,25079540,25965715,12446888.43,17606521.72,20665231.72,"Support to the Health Sector in Puntland (Under preparation, to be appraised in September/October 2016; implementing partner potentially UNICEF)","Improved and equitable access to, and utilization of, quality essential health services in Puntland (especially in Nugaal and Mudug ) with a special focus on maternal and child health",Jan-17,Jan-20,,Germany,German Federal Government,KfW,Bilateral Agency,26166666.67,0,0,6666666.667,,Significant,Significant,Significant,,,6666667,6666667
