Location,NDP Pillar,SubSector,2015 Location Total,2016 LocationTotal,2017 Location Total,2015 Pillar Total,2016 Pillar Total,2017 Pillar Total,2015 SubSector Total,2016 SubSector Total,2017 SubSector Total,Project title,Project objectives / purpose,Start Date,End Date,Links to other Sector,Reporting Agency,Funder,Implementers,Implementer Category,Project Value (USD),2015 Disbursements (USD),2016 Disbursements (USD),2017 Disbursements (USD),Links to project webpages or documents,Gender,Capacity building,Stabilization,2015 Project Location Allocation,2016 Project Location Allocation,2017 Project Location Allocation
Puntland,Building national resilience capacity,NRM & Resilience,77520491,87315774,73759808,15601371,14953995,17714788,15046158.77,9312931.457,14378718.45,Somalia Resilience Program,"To increase the resilience of chronically vulnerable people (disaggregated by age gender diversity AGD), HHs, communities and systems in targeted pastoral, agropastoral and peri-urban livelihood zones.",29/09/2014,29/09/2017,,USA,USA,CRS; CARE;World Vision,NGOs,3500000,1166666.667,1166666.667,777777.7778,,NA – not screened,NA – not screened,NA – not screened,388888.8889,388888.8889,259259.2593
Puntland,Other,Other,77520491,87315774,73759808,1536375,1469362,172421,1429232.58,667920.7026,0,MFS II / CSO support - 1,,1/1/11,1/12/15,Unclear - needs more detail,Netherlands,Netherlands,Hivos Alliance,NGOs,1111111.111,222222.2222,0,0,,Significant,Significant,Significant,74222.22222,0,0
Puntland,Other,Other,77520491,87315774,73759808,1536375,1469362,172421,1429232.58,667920.7026,0,MFS II / CSO support - 2,,1/1/11,1/12/15,Unclear - needs more detail,Netherlands,Netherlands,Impact Alliance,NGOs,12411111.11,3102777.778,0,0,,Significant,Significant,Significant,1036327.778,0,0
Puntland,Other,Other,77520491,87315774,73759808,1536375,1469362,172421,1429232.58,667920.7026,0,Stabilisation measures,,00/01/1900,00/01/1900,Unclear - needs more detail,Norway,Norway,NIS,NGOs,0,1234567.901,2839506.173,0,,NA – not screened,NA – not screened,NA – not screened,246913.5802,567901.2346,0
Puntland,Other,Other,77520491,87315774,73759808,1536375,1469362,172421,1429232.58,667920.7026,0,Celebrating Somali Culture,Address the economic and social drivers of conflict and violent extremism,12/11/14,15/04/2016,Culture,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",New Horizon,NGOs,500097,358845,500097.34,0,N/A,Principal,Significant,Significant,71769,100019.468,0
Puntland,Social & human capital,Other Social Services,77520491,87315774,73759808,23741372,25079540,25965715,469300,824100,596000,"Boys and girls including Youth are protected from abuse, violence, exploitation and neglect through community based mechanisms and processes","The prorgam seeks to use participatory approach in the prevention and response of child rights violations at the community through establishment and strengthening of child protection systems and mechanisms at community level through empowering and engaging the existing community structures such as CPC, CPAs, CRCs, community safety nets, village communities and ensuring linkages with the local authority particularly district council members, and regional representatives of protection line ministries",1/1/13,1/12/16,Education,UNICEF,"UNICEF, CIDA Japan Swiss Nat Com-UNICEF UNICEF",CEDA,NGOs,2276400,710000,1770000,1200000,Not available,Principal,Significant,Significant,234300,584100,396000
Puntland,Social & human capital,Other Social Services,77520491,87315774,73759808,23741372,25079540,25965715,469300,824100,596000,Social acceptance of practices harmful to children in targeted locations reduced and improved access to services for FGM,"Program seeks to facilitate dialogue sessions on abandonment of FGM/C and child marriages among community members and stakeholders, accelerate FGM/C and child marriages abandonment through development and implementation of policies and legislation, strengthen provision of services to FGM/C and child marriages survivors and work with Religious leaders to demystify that FGM/C is not a religious obligation",1/1/13,1/12/16,Health,UNICEF,"UNICEF, Swiss, Sweden, DFID, Finland, USAID, Australia, UNICEF_UNFPA Japan Swiss Nat Comm-UNICEF Core resources","TASS, SAF, CCBRS, GOVERNMENT LINE MINISTRIES",Government & NGOs,5500000,1175000,1200000,1000000,Not available,Principal,Significant,Not targeted,235000,240000,200000
Puntland,Building effective & efficient institutions,PFM & Revenue,77520491,87315774,73759808,14135372,16873070,14681774,3030464.921,5253870.599,6688219.807,Recurrent Cost & Reform Financing Facility (Phase II),To finance and support an operational payroll and payment system for the non-security sectors.,1/4/15,1/12/18,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",Government counterparts,Government,144000000,12730785,13273030,20000000,www.worldbank.org/projects/P154875?lang=en,Not targeted,Principal,Not targeted,1782309.9,1858224.2,2800000
Puntland,Building effective & efficient institutions,PFM & Revenue,77520491,87315774,73759808,14135372,16873070,14681774,3030464.921,5253870.599,6688219.807,Public Financial Management (PFM) Reform (Phase 2),Establish systems for more transparent and accountable management of public funds.,1/9/15,1/6/18,,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)",Government counterparts,Government,20000000,794757,5847873,8000000,somaliampf.org,Not targeted,Principal,Not Targeted,238427.1,1754361.9,2400000
Puntland,Building effective & efficient institutions,PFM & Revenue,77520491,87315774,73759808,14135372,16873070,14681774,3030464.921,5253870.599,6688219.807,Accountability Programme - 1,Prime Contractor of an Implementation and Analysis in Action of Accountability Programme (IAAAP) in Somalia,1/1/15,1/8/19,"Public administration, Civilian Peace-Building, Conflict Prevention and Resolution",UK,DFID,Mott Macdonald,Private sector,18571428.57,3709795.714,5571428.571,7000000,http://devtracker.dfid.gov.uk/,Significant,Significant,Significant,741959.1429,1114285.714,1400000
Puntland,Building effective & efficient institutions,PFM & Revenue,77520491,87315774,73759808,14135372,16873070,14681774,3030464.921,5253870.599,6688219.807,Anti-Corruption (XEAU77),Strengthening of anti-corruption Bureau and establishment of National AC strategy,1/7/15,1/12/16,,UNODC,UNODC,UNODC,UN,571320,0,571320,0,,Significant,Significant,Significant,0,257094,0
Puntland,Building effective & efficient institutions,PFM & Revenue,77520491,87315774,73759808,14135372,16873070,14681774,3030464.921,5253870.599,6688219.807,JPLG - 4 (split against sectors of activity),"The overall objective of the programme is to promote improvements in local governance quality that can contribute to peace consolidation, state development and equitable service delivery. To achieve this, the programme outcomes are structured around three mutually reinforcing strategies: 1) Supporting policy and legislative reforms for functional, fiscal and administrative decentralization that clarify and enhance the roles of local governments, their relation¬ships to central government, and as a means to improve local service delivery; 2) Improving local government capacity for equitable service delivery; 3) Improving and expanding the delivery of sustainable services to citizens in an equit¬able, responsive and socially accountable manner and promoting local economic environment.",1/1/13,1/12/17,Municipal finance management,UN JPLG,"SIDA, EC, DFID, DENMARK, SDC and Norway","UNDP, UNICEF, UN Habitat, UNCDF and ILO",UN,100618908,265168.9418,271414.5746,257952.6532,http://mptf.undp.org/factsheet/fund/JSO00,Significant,Principal,Not targeted,90687.7781,92823.78451,88219.80739
Puntland,Building effective & efficient institutions,PFM & Revenue,77520491,87315774,73759808,14135372,16873070,14681774,3030464.921,5253870.599,6688219.807,PFM training (Kampala),Support the interim administrations to develop the core functions of government,1/11/15,30/09/2016,,SSF,"UK, Sweden, Denmark, EU, Netherlands and Norway",Various,Unclear / TBD,177081,177081,177081,0,N/A,Significant,Principal,Significant,177081,177081,0
Puntland,Building effective & efficient institutions,"Planning, M&E, and Statistics",77520491,87315774,73759808,14135372,16873070,14681774,0,45742.28571,411111.1111,Somalia Knowledge for Results,"Enhance the development impact of domestic policies and development partner interventions through better knowledge of socio-economic realities as well as political economy constraints; Promote basic accountability through better information on availability and use of public resources (including from development partners), and; revitalize the strategic planning process, through tailored support to regions, engagement with a broader set of stakeholders",1/8/16,1/7/19,Analysis & Statistics,WB,WB SPF,WB-Executed,IFI,4500000,0,320196,2100000,somaliampf.org,Not targeted,Significant,Significant,0,45742.28571,300000
Puntland,Building effective & efficient institutions,"Planning, M&E, and Statistics",77520491,87315774,73759808,14135372,16873070,14681774,0,45742.28571,411111.1111,Somalia National Statistical Capacity Building,"The overall objective of the project is to build the capacity of the Statistics Departments in the Ministries of Planning and International Cooperation for Federal Government, Puntland State and Interim South-West Administration. The specific objectives of the project would be: (i) to formulate the policy, institutional, legal and strategic frameworks to support statistical development for the Federal Government, Puntland State and ISWA ;(ii) to enhance the technical capacity of staff, through trainings, and; (iii) to build functional Information Communication Technology (ICT) for the Statistics Departments in Ministries of Planning and International Cooperation.",30/10/2016,31/03/2019,,AfDB,AfDB,"AfDB, Ministry of Planning and International Cooperation",Government & IFI,1666666.667,0,0,333333.3333,www.afdb.org,NA – not screened,Principal,NA – not screened,0,0,111111.1111
Puntland,Inclusive and sustainable economic growth,Private Sector Development & Employment,77520491,87315774,73759808,2564037,6580445,5455736,1730590.161,4815011.516,4875403.319,Somali Core Economic Institutions and Opportunities Program,Promote jobs and enterprise creation in Somalia,1/10/15,1/4/19,PFM & Revenue,WB,"MPF Donors (Denmark, EU, Finland, Italy, Norway, Sweden, Switzerland, SPF, UK, USAID)","Government counterparts, Private Sector",Government & Private Sector,28500000,144142,3306627,7500000,somaliampf.org,Significant,Significant,Not targeted,20179.88,462927.78,1050000
Puntland,Inclusive and sustainable economic growth,Private Sector Development & Employment,77520491,87315774,73759808,2564037,6580445,5455736,1730590.161,4815011.516,4875403.319,Promoting Inclusive Markets in Somalia (PIMS),"Develop skills for youth, helping them to obtain jobs in the public sector as administrations are formed to create incentives towards peace.",1/6/14,4/7/17,,UK,DFID,DAI,Private sector,18571428.57,1000000,3571428.571,6857142.857,http://devtracker.dfid.gov.uk/,Significant,Significant,Not targeted,300000,1071428.571,2057142.857
